class name,Date ,Duration,start,end,minimum,maximum,people,room surface area ,room height,Windows,no of win,door ,no of door,Start,End,Start,End,Start,End,Start,End,Start,End,Start,End
,datetime,minutes,datetime,datetime,,,,m^2,m,m^2,constant,m^2,constant,humidity-indoor,humidity-Indoor,humidity-out,humidity-out,Co2,Co2,Temp-in,Temp-in,Temp-out,Temp-out,wind speed,wind speed
I elementary,3/1/2021,155,11.3,14.05,400,1952,,51.5,3.5,3,3,2.5,1,,,,,,,,,,,,
I elementary,3/2/2021,60,13.4,14.4,400,1484,,51.5,3.5,3,3,2.5,1,,,,,,,,,,,,
I elementary,3/3/2021,110,13.3,15.2,400,1726,,51.5,3.5,3,3,2.5,1,,,,,,,,,,,,
I elementary,3/4/2021,275,11,15.35,400,1486,,51.5,3.5,3,3,2.5,1,,,,,,,,,,,,
I elementary,3/5/2021,120,12.43,14.42,400,1415,,51.5,3.5,3,3,2.5,1,,,,,,,,,,,,
I elementary,3/8/2021,50,13.2,14.3,400,1252,,51.5,3.5,3,3,2.5,1,,,,,,,,,,,,
I elementary,3/9/2021,284,11.56,14.4,400,1413,,51.5,3.5,3,3,2.5,1,,,,,,,,,,,,
third middle,12/9/2020,144,13.15,,400,829,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/10/2020,244,10.38,,400,926,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/11/2020,265,14.29,,400,2315,6,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/14/2020,95,13.35,,400,942,6,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/15/2020,263,12.18,,400,1033,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/16/2020,403,12.3,,400,915,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/17/2020,223,11.57,,400,1291,9,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/18/2020,257,9,,400,1027,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/21/2020,308,10.1,,400,977,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,12/22/2020,484,11.3,,400,1110,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/7/2021,447,11.59,,400,1013,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/8/2021,191,11.56,,400,817,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/11/2021,289,10.02,,400,761,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/12/2021,219,10.34,,400,663,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/13/2021,274,10.01,,400,1118,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/14/2021,353,9.28,,400,592,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/15/2021,433,9.25,,400,856,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/18/2021,398,9.52,,400,1449,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/19/2021,443,10.28,,400,821,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/20/2021,238,11,,400,853,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/21/2021,358,8.57,,400,683,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/22/2021,131,10.09,,400,739,6,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/25/2021,234,10.08,,400,733,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/26/2021,295,10.15,,400,791,6,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/27/2021,59,9.42,,400,997,6,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/28/2021,234,11.18,,400,818,6,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,1/29/2021,73,14,,400,1381,6,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/1/2021,105,13.25,,400,768,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/2/2021,214,10.58,,400,1049,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/3/2021,88,14.3,,400,1458,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/4/2021,277,8.43,,400,731,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/5/2021,311,8.59,,400,745,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/8/2021,328,9.25,,400,901,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/9/2021,76,13,,400,723,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/11/2021,60,13.24,,400,821,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/12/2021,273,9.33,,400,707,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/17/2021,200,12.3,,400,995,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/18/2021,287,9.2,,400,783,7,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/19/2021,353,8.45,,400,903,8,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/22/2021,49,11.41,,400,728,,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/23/2021,74,12.43,,400,690,,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
third middle,2/24/2021,134,12.35,,400,744,,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,12/9/2021,268,10.06,14.34,400,2441,19,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,12/11/2021,209,13.07,16.36,400,3122,18,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,12/14/2021,289,9,15.29,400,1678,17,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,12/16/2021,,10.02,,400,2178,18,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,12/17/2021,,13.04,,400,1355,16,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,12/21/2021,,9.02,,400,1826,17,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,1/7/2021,,10.18,,400,925,16,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,1/11/2021,338,12,17.38,400,1535,16,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,1/12/2021,517,9.12,17.49,400,1455,13,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,1/20/2021,154,14,16.34,400,920,17,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,1/21/2021,324,8.19,13.43,400,796,17,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,1/22/2021,15,13.55,14.1,400,992,16,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,1/28/2021,7,15.4,15.47,400,934,16,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,2/1/2021,170,12,14.5,400,2382,16,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,2/2/2021,393,9.09,15.42,400,876,15,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,2/3/2021,403,9.07,15.5,400,1515,18,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,2/4/2021,30,15.13,15.43,400,926,18,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,2/5/2021,80,13.06,14.26,400,1504,18,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,2/9/2021,363,8.14,14.17,400,757,14,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
Second media,2/11/2021,462,8.18,16,400,779,16,48.6,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/9/2020,362,11.58,18.15,400,798,18,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/10/2020,362,10.51,16.53,400,1896,17,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/11/2020,193,11.57,15.1,400,1568,17,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/14/2020,345,10,15.45,400,1946,18,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/15/2020,338,10.15,15.53,400,721,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/17/2020,297,11.03,16,400,1717,17,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/18/2020,274,11.44,16.18,400,1514,17,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/21/2020,347,9.57,15.44,400,1498,17,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,12/22/2020,358,10.22,16.2,400,997,17,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/7/2021,449,9.51,17.2,400,611,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/8/2021,345,10,15.45,400,1274,15,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/11/2021,19,15.04,15.23,400,760,15,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/12/2021,30,14.55,15.25,400,714,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/13/2021,269,11.08,15.37,400,794,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/14/2021,265,12,16.25,400,1030,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/18/2021,513,10.03,18.35,400,724,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/20/2021,31,15.04,15.35,400,855,13,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/21/2021,474,9.28,15.22,400,927,13,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/22/2021,263,9.56,14.19,400,1914,11,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/25/2021,323,10.03,15.26,400,1610,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,1/27/2021,305,11.01,16.04,400,1720,14,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,2/1/2021,393,9.57,16.3,400,1984,17,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,2/2/2021,288,10.34,15.22,400,846,15,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,2/3/2021,524,8.16,17,400,735,15,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,2/4/2021,308,9.57,15.05,400,1228,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,2/8/2021,349,9.59,15.48,400,1709,18,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,2/9/2021,370,9,15.1,400,703,16,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
first middle,2/12/2021,184,14.49,17.53,400,722,18,46.5,3.5,4,2,3.3,1,,,,,,,,,,,,
Busybees Materna,12/9/2020,16,16.3,,400,1587,,,,,,,,,,,,,,,,,,,
Busybees Materna,12/10/2020,24,14.16,,400,2383,,,,,,,,,,,,,,,,,,,
Busybees Materna,12/11/2020,24,15.28,,400,3391,,,,,,,,,,,,,,,,,,,
Busybees Materna,12/14/2020,20,9.36,,400,1964,,,,,,,,,,,,,,,,,,,
Busybees Materna,12/15/2020,23,15.15,,400,2234,,,,,,,,,,,,,,,,,,,
Busybees Materna,12/21/2020,23,16.35,,400,3901,,,,,,,,,,,,,,,,,,,
Busybees Materna,12/22/2020,23,15.26,,400,2098,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/7/2021,23,14.53,,400,3764,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/8/2021,23,15.18,,400,4062,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/15/2021,23,16.34,,400,4222,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/18/2021,20,14.45,,400,3049,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/19/2021,20,15.21,,400,4208,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/20/2021,21,11.3,,400,2700,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/21/2021,20,10.05,,400,1962,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/26/2021,21,14.56,,400,3422,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/27/2021,21,14.07,,400,3401,,,,,,,,,,,,,,,,,,,
Busybees Materna,1/28/2021,16,14.02,,400,4051,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/1/2021,16,15.38,,400,1852,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/2/2021,16,15.4,,400,2813,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/3/2021,16,14.25,,400,1530,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/4/2021,21,15.15,,400,2259,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/5/2021,16,15.43,,400,1715,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/8/2021,16,10.32,,400,1440,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/9/2021,16,9.48,,400,1536,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/10/2021,16,10.18,,400,2160,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/18/2021,16,15.45,,400,1842,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/19/2021,16,15.07,,400,2334,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/22/2021,16,15.08,,400,2159,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/23/2021,21,15.53,,400,2138,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/24/2021,21,15.1,,400,2186,,,,,,,,,,,,,,,,,,,
Busybees Materna,2/25/2021,16,14.15,,400,2252,,,,,,,,,,,,,,,,,,,
Busybees Materna,3/1/2021,,15,,400,2448,,,,,,,,,,,,,,,,,,,
Busybees Materna,3/2/2021,,14.47,,400,1854,,,,,,,,,,,,,,,,,,,
Busybees Materna,3/3/2021,,15.08,,400,2541,,,,,,,,,,,,,,,,,,,
Busybees Materna,3/4/2021,,10.55,,400,1922,,,,,,,,,,,,,,,,,,,
Busybees Materna,3/5/2021,,14.55,,400,2248,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/7/2021,,16.14,,400,2603,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/8/2021,,16.26,,400,2297,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/11/2021,,13.45,,400,2303,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/12/2021,,11.41,,400,2864,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/13/2021,,15.46,,400,2234,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/14/2021,,14.48,,400,2073,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/15/2021,,16,,400,3133,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/18/2021,,13.51,,400,4167,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/19/2021,,11.28,,400,3089,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/20/2021,,11.27,,400,3127,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/21/2021,,11.12,,400,2596,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/22/2021,,11.38,,400,2912,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/25/2021,,11.34,,400,2992,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/26/2021,,10.4,,400,2206,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/27/2021,,16.26,,400,2566,,,,,,,,,,,,,,,,,,,
Busybees-nido,1/28/2021,,14.06,,400,2767,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/1/2021,,15.5,,400,1716,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/2/2021,,15.27,,400,2031,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/3/2021,,15.4,,400,1612,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/4/2021,,14.2,,400,2205,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/5/2021,,15.22,,400,1628,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/8/2021,,15.36,,400,1833,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/9/2021,,10.15,,400,1922,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/10/2021,,11.11,,400,2461,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/11/2021,,15.41,,400,1498,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/12/2021,,11.05,,400,1960,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/17/2021,,15.32,,400,2046,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/18/2021,,15.38,,400,2093,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/21/2021,,15.09,,400,1818,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/22/2021,,16.15,,400,1665,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/23/2021,,9.24,,400,1276,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/24/2021,,14.5,,400,1806,,,,,,,,,,,,,,,,,,,
Busybees-nido,2/25/2021,,15.2,,400,1467,,,,,,,,,,,,,,,,,,,
Busybees-nido,3/1/2021,,15.2,,400,2036,,,,,,,,,,,,,,,,,,,
Busybees-nido,3/2/2021,,15.12,,400,1674,,,,,,,,,,,,,,,,,,,
Busybees-nido,3/3/2021,,15.23,,400,1746,,,,,,,,,,,,,,,,,,,
Busybees-nido,3/4/2021,,14.4,,400,1553,,,,,,,,,,,,,,,,,,,
Busybees-nido,3/5/2021,,16.46,,400,1847,,,,,,,,,,,,,,,,,,,
